,symbol,metric,value
4468,MTB,Bid,125.19 x 1000
4469,MTB,Ask,125.51 x 800
4470,MTB,Day's Range,124.89 - 126.38
4471,MTB,52 Week Range,108.53 - 172.59
4472,MTB,Volume,"25,986"
4473,MTB,Avg. Volume,"969,579"
4474,MTB,Market Cap,20.778B
4475,MTB,Beta (5Y Monthly),0.83
4476,MTB,PE Ratio (TTM),7.18
4477,MTB,EPS (TTM),17.44
4478,MTB,Earnings Date,"Jan 18, 2024"
4479,MTB,Forward Dividend & Yield,5.20 (4.10%)
4480,MTB,Ex-Dividend Date,"Nov 30, 2023"
4481,MTB,1y Target Est,N/A
4482,MRO,Previous Close,25.57
4483,MRO,Open,25.35
4484,MRO,Bid,25.11 x 1300
4485,MRO,Ask,25.13 x 1000
4486,MRO,Day's Range,25.06 - 25.42
4487,MRO,52 Week Range,20.57 - 31.28
4488,MRO,Volume,"1,425,813"
4489,MRO,Avg. Volume,"10,357,945"
4490,MRO,Market Cap,14.763B
4491,MRO,Beta (5Y Monthly),2.31
4492,MRO,PE Ratio (TTM),9.17
4493,MRO,EPS (TTM),2.75
4494,MRO,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
4495,MRO,Forward Dividend & Yield,0.44 (1.72%)
4496,MRO,Ex-Dividend Date,"Nov 14, 2023"
4497,MRO,1y Target Est,33.83
4498,MPC,Previous Close,148.99
4499,MPC,Open,147.91
4500,MPC,Bid,146.51 x 900
4501,MPC,Ask,146.57 x 3100
4502,MPC,Day's Range,146.10 - 148.14
4503,MPC,52 Week Range,104.32 - 159.65
4504,MPC,Volume,"308,603"
4505,MPC,Avg. Volume,"3,244,093"
4506,MPC,Market Cap,55.8B
4507,MPC,Beta (5Y Monthly),1.56
4508,MPC,PE Ratio (TTM),5.54
4509,MPC,EPS (TTM),26.51
4510,MPC,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
4511,MPC,Forward Dividend & Yield,3.30 (2.21%)
4512,MPC,Ex-Dividend Date,"Nov 15, 2023"
4513,MPC,1y Target Est,164.20
4514,MKTX,Previous Close,228.18
4515,MKTX,Open,226.67
4516,MKTX,Bid,0.00 x 1300
4517,MKTX,Ask,0.00 x 900
4518,MKTX,Day's Range,225.09 - 230.32
4519,MKTX,52 Week Range,200.01 - 399.78
4520,MKTX,Volume,"282,956"
4521,MKTX,Avg. Volume,"457,395"
4522,MKTX,Market Cap,8.663B
4523,MKTX,Beta (5Y Monthly),0.91
4524,MKTX,PE Ratio (TTM),34.68
4525,MKTX,EPS (TTM),6.59
4526,MKTX,Earnings Date,"Jan 23, 2024 - Jan 29, 2024"
4527,MKTX,Forward Dividend & Yield,2.88 (1.26%)
4528,MKTX,Ex-Dividend Date,"Nov 07, 2023"
4529,MKTX,1y Target Est,243.45
4530,MAR,Previous Close,206.44
4531,MAR,Open,206.10
4532,MAR,Bid,206.90 x 1000
4533,MAR,Ask,207.05 x 1200
4534,MAR,Day's Range,206.10 - 207.72
4535,MAR,52 Week Range,145.37 - 210.98
4536,MAR,Volume,"192,678"
4537,MAR,Avg. Volume,"1,700,995"
4538,MAR,Market Cap,60.735B
4539,MAR,Beta (5Y Monthly),1.58
4540,MAR,PE Ratio (TTM),21.91
4541,MAR,EPS (TTM),9.44
4542,MAR,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
4543,MAR,Forward Dividend & Yield,2.08 (1.01%)
4544,MAR,Ex-Dividend Date,"Nov 21, 2023"
4545,MAR,1y Target Est,209.39
4546,MMC,Previous Close,198.67
4547,MMC,Open,199.38
4548,MMC,Bid,199.73 x 800
4549,MMC,Ask,200.00 x 900
4550,MMC,Day's Range,198.79 - 200.79
4551,MMC,52 Week Range,151.86 - 201.00
4552,MMC,Volume,"74,019"
4553,MMC,Avg. Volume,"1,497,567"
4554,MMC,Market Cap,98.649B
4555,MMC,Beta (5Y Monthly),0.96
4556,MMC,PE Ratio (TTM),28.87
4557,MMC,EPS (TTM),6.93
4558,MMC,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
4559,MMC,Forward Dividend & Yield,2.84 (1.43%)
4560,MMC,Ex-Dividend Date,"Oct 05, 2023"
4561,MMC,1y Target Est,206.59
4562,MLM,Previous Close,455.21
4563,MLM,Open,468.63
4564,MLM,Bid,470.49 x 2200
4565,MLM,Ask,471.41 x 900
4566,MLM,Day's Range,467.80 - 472.09
4567,MLM,52 Week Range,317.94 - 472.09
4568,MLM,Volume,"139,973"
4569,MLM,Avg. Volume,"378,939"
4570,MLM,Market Cap,29.039B
4571,MLM,Beta (5Y Monthly),0.91
4572,MLM,PE Ratio (TTM),26.53
4573,MLM,EPS (TTM),17.71
4574,MLM,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
4575,MLM,Forward Dividend & Yield,2.96 (0.65%)
4576,MLM,Ex-Dividend Date,"Nov 30, 2023"
4577,MLM,1y Target Est,515.52
4578,MAS,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
4579,MA,Previous Close,400.30
4580,MA,Open,400.72
4581,MA,Bid,404.01 x 900
4582,MA,Ask,404.60 x 800
4583,MA,Day's Range,398.26 - 405.20
4584,MA,52 Week Range,336.43 - 418.60
4585,MA,Volume,"2,749,806"
4586,MA,Avg. Volume,"2,461,304"
4587,MA,Market Cap,379.237B
4588,MA,Beta (5Y Monthly),1.08
4589,MA,PE Ratio (TTM),35.20
4590,MA,EPS (TTM),11.49
4591,MA,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
4592,MA,Forward Dividend & Yield,2.28 (0.57%)
4593,MA,Ex-Dividend Date,"Oct 05, 2023"
4594,MA,1y Target Est,409.45
4595,MTCH,Previous Close,32.59
4596,MTCH,Open,32.30
4597,MTCH,Bid,31.93 x 900
4598,MTCH,Ask,31.95 x 800
4599,MTCH,Day's Range,31.80 - 32.37
4600,MTCH,52 Week Range,27.85 - 54.60
4601,MTCH,Volume,"487,707"
4602,MTCH,Avg. Volume,"5,043,260"
4603,MTCH,Market Cap,8.649B
4604,MTCH,Beta (5Y Monthly),1.62
4605,MTCH,PE Ratio (TTM),17.98
4606,MTCH,EPS (TTM),1.77
4607,MTCH,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
4608,MTCH,Forward Dividend & Yield,N/A (N/A)
4609,MTCH,Ex-Dividend Date,"Nov 10, 2015"
4610,MTCH,1y Target Est,42.55
4611,MKC,Previous Close,65.63
4612,MKC,Open,65.54
4613,MKC,Bid,65.27 x 800
4614,MKC,Ask,65.43 x 800
4615,MKC,Day's Range,65.18 - 65.73
4616,MKC,52 Week Range,59.13 - 94.39
4617,MKC,Volume,"118,886"
4618,MKC,Avg. Volume,"2,075,792"
4619,MKC,Market Cap,17.543B
4620,MKC,Beta (5Y Monthly),0.69
4621,MKC,PE Ratio (TTM),27.25
4622,MKC,EPS (TTM),2.40
4623,MKC,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
4624,MKC,Forward Dividend & Yield,1.56 (2.38%)
4625,MKC,Ex-Dividend Date,"Oct 06, 2023"
4626,MKC,1y Target Est,76.54
4627,MCD,Previous Close,275.75
4628,MCD,Open,275.35
4629,MCD,Bid,278.81 x 800
4630,MCD,Ask,280.00 x 900
4631,MCD,Day's Range,275.02 - 279.80
4632,MCD,52 Week Range,245.73 - 299.35
4633,MCD,Volume,"3,496,264"
4634,MCD,Avg. Volume,"2,972,031"
4635,MCD,Market Cap,202.392B
4636,MCD,Beta (5Y Monthly),0.70
4637,MCD,PE Ratio (TTM),24.33
4638,MCD,EPS (TTM),11.47
4639,MCD,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
4640,MCD,Forward Dividend & Yield,6.68 (2.42%)
4641,MCD,Ex-Dividend Date,"Nov 30, 2023"
4642,MCD,1y Target Est,281.83
4643,MCK,Previous Close,452.97
4644,MCK,Open,455.16
4645,MCK,Bid,453.77 x 800
4646,MCK,Ask,454.13 x 800
4647,MCK,Day's Range,453.35 - 457.51
4648,MCK,52 Week Range,331.75 - 473.18
4649,MCK,Volume,"79,089"
4650,MCK,Avg. Volume,"748,784"
4651,MCK,Market Cap,60.367B
4652,MCK,Beta (5Y Monthly),0.56
4653,MCK,PE Ratio (TTM),17.95
4654,MCK,EPS (TTM),25.28
4655,MCK,Earnings Date,"Jan 30, 2024 - Feb 05, 2024"
4656,MCK,Forward Dividend & Yield,2.48 (0.55%)
4657,MCK,Ex-Dividend Date,"Nov 30, 2023"
4658,MCK,1y Target Est,499.33
4659,MDT,Previous Close,75.16
4660,MDT,Open,77.55
4661,MDT,Bid,77.72 x 1200
4662,MDT,Ask,77.70 x 1300
4663,MDT,Day's Range,77.13 - 78.50
4664,MDT,52 Week Range,68.84 - 92.02
4665,MDT,Volume,"2,861,111"
4666,MDT,Avg. Volume,"6,669,668"
4667,MDT,Market Cap,102.943B
4668,MDT,Beta (5Y Monthly),0.72
4669,MDT,PE Ratio (TTM),28.55
4670,MDT,EPS (TTM),2.71
4671,MDT,Earnings Date,"Nov 21, 2023"
4672,MDT,Forward Dividend & Yield,2.76 (3.67%)
4673,MDT,Ex-Dividend Date,"Sep 21, 2023"
4674,MDT,1y Target Est,90.44
4675,MRK,Previous Close,101.75
4676,MRK,Open,100.97
4677,MRK,Bid,102.52 x 1000
4678,MRK,Ask,102.56 x 1400
4679,MRK,Day's Range,100.89 - 102.93
4680,MRK,52 Week Range,99.14 - 119.65
4681,MRK,Volume,"7,396,465"
4682,MRK,Avg. Volume,"6,668,087"
4683,MRK,Market Cap,260.193B
4684,MRK,Beta (5Y Monthly),0.38
4685,MRK,PE Ratio (TTM),56.42
4686,MRK,EPS (TTM),1.82
4687,MRK,Earnings Date,"Feb 01, 2024"
4688,MRK,Forward Dividend & Yield,2.92 (2.87%)
4689,MRK,Ex-Dividend Date,"Sep 14, 2023"
4690,MRK,1y Target Est,114.36
4691,META,Previous Close,335.04
4692,META,Open,334.89
4693,META,Bid,339.51 x 1300
4694,META,Ask,339.50 x 800
4695,META,Day's Range,334.19 - 341.83
4696,META,52 Week Range,108.32 - 341.83
4697,META,Volume,"15,336,183"
4698,META,Avg. Volume,"20,285,614"
4699,META,Market Cap,873.675B
4700,META,Beta (5Y Monthly),1.21
4701,META,PE Ratio (TTM),30.03
4702,META,EPS (TTM),11.32
4703,META,Earnings Date,"Jan 30, 2024 - Feb 05, 2024"
4704,META,Forward Dividend & Yield,N/A (N/A)
4705,META,Ex-Dividend Date,N/A
4706,META,1y Target Est,339.30
4707,MET,Previous Close,62.51
4708,MET,Open,62.33
4709,MET,Bid,62.27 x 1000
4710,MET,Ask,62.30 x 1000
4711,MET,Day's Range,62.18 - 62.62
4712,MET,52 Week Range,48.95 - 77.36
4713,MET,Volume,"292,044"
4714,MET,Avg. Volume,"3,687,739"
4715,MET,Market Cap,46.084B
4716,MET,Beta (5Y Monthly),1.06
4717,MET,PE Ratio (TTM),N/A
4718,MET,EPS (TTM),-0.40
4719,MET,Earnings Date,"Jan 30, 2024 - Feb 05, 2024"
4720,MET,Forward Dividend & Yield,2.08 (3.33%)
4721,MET,Ex-Dividend Date,"Nov 08, 2023"
4722,MET,1y Target Est,77.92
4723,MTD,Previous Close,"1,050.20"
4724,MTD,Open,"1,069.73"
4725,MTD,Bid,"1,103.12 x 800"
4726,MTD,Ask,"1,107.68 x 800"
4727,MTD,Day's Range,"1,053.41 - 1,110.61"
4728,MTD,52 Week Range,"928.50 - 1,615.97"
4729,MTD,Volume,"136,094"
4730,MTD,Avg. Volume,"171,071"
4731,MTD,Market Cap,23.991B
4732,MTD,Beta (5Y Monthly),1.17
4733,MTD,PE Ratio (TTM),28.25
4734,MTD,EPS (TTM),39.17
4735,MTD,Earnings Date,"Jan 10, 2024 - Jan 15, 2024"
4736,MTD,Forward Dividend & Yield,N/A (N/A)
4737,MTD,Ex-Dividend Date,N/A
4738,MTD,1y Target Est,"1,087.09"
4739,MGM,Previous Close,40.31
4740,MGM,Open,39.80
4741,MGM,Bid,39.77 x 1400
4742,MGM,Ask,39.79 x 900
4743,MGM,Day's Range,39.61 - 39.93
4744,MGM,52 Week Range,32.43 - 51.35
4745,MGM,Volume,"700,290"
4746,MGM,Avg. Volume,"5,019,257"
4747,MGM,Market Cap,13.535B
4748,MGM,Beta (5Y Monthly),2.17
4749,MGM,PE Ratio (TTM),13.30
4750,MGM,EPS (TTM),2.98
4751,MGM,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
4752,MGM,Forward Dividend & Yield,0.01 (0.02%)
4753,MGM,Ex-Dividend Date,"Dec 08, 2022"
4754,MGM,1y Target Est,54.26
4755,MCHP,Previous Close,84.27
4756,MCHP,Open,83.86
4757,MCHP,Bid,82.99 x 800
4758,MCHP,Ask,82.99 x 800
4759,MCHP,Day's Range,82.62 - 84.00
4760,MCHP,52 Week Range,67.69 - 94.30
4761,MCHP,Volume,"446,616"
4762,MCHP,Avg. Volume,"4,682,367"
4763,MCHP,Market Cap,44.923B
4764,MCHP,Beta (5Y Monthly),1.60
4765,MCHP,PE Ratio (TTM),18.21
4766,MCHP,EPS (TTM),4.56
4767,MCHP,Earnings Date,"Jan 31, 2024 - Feb 05, 2024"
4768,MCHP,Forward Dividend & Yield,1.59 (1.88%)
4769,MCHP,Ex-Dividend Date,"Nov 21, 2023"
4770,MCHP,1y Target Est,88.91
4771,MU,Previous Close,77.56
4772,MU,Open,77.34
4773,MU,Bid,78.52 x 1400
4774,MU,Ask,78.53 x 900
4775,MU,Day's Range,77.15 - 78.90
4776,MU,52 Week Range,48.43 - 78.90
4777,MU,Volume,"10,610,704"
4778,MU,Avg. Volume,"13,006,609"
4779,MU,Market Cap,86.327B
4780,MU,Beta (5Y Monthly),1.30
4781,MU,PE Ratio (TTM),N/A
4782,MU,EPS (TTM),-5.34
4783,MU,Earnings Date,"Dec 19, 2023 - Dec 26, 2023"
4784,MU,Forward Dividend & Yield,0.46 (0.59%)
4785,MU,Ex-Dividend Date,"Oct 06, 2023"
4786,MU,1y Target Est,72.20
4787,MSFT,Previous Close,377.44
4788,MSFT,Open,375.67
4789,MSFT,Bid,373.76 x 1000
4790,MSFT,Ask,373.90 x 1300
4791,MSFT,Day's Range,371.48 - 376.22
4792,MSFT,52 Week Range,219.35 - 378.87
4793,MSFT,Volume,"8,009,711"
4794,MSFT,Avg. Volume,"23,677,078"
4795,MSFT,Market Cap,2.767T
4796,MSFT,Beta (5Y Monthly),0.88
4797,MSFT,PE Ratio (TTM),36.10
4798,MSFT,EPS (TTM),10.31
4799,MSFT,Earnings Date,"Jan 22, 2024 - Jan 26, 2024"
4800,MSFT,Forward Dividend & Yield,3.00 (0.79%)
4801,MSFT,Ex-Dividend Date,"Nov 15, 2023"
4802,MSFT,1y Target Est,403.31
4803,MAA,Previous Close,122.55
4804,MAA,Open,122.17
4805,MAA,Bid,122.52 x 1000
4806,MAA,Ask,122.68 x 800
4807,MAA,Day's Range,121.63 - 122.93
4808,MAA,52 Week Range,115.56 - 176.36
4809,MAA,Volume,"72,980"
4810,MAA,Avg. Volume,"759,718"
4811,MAA,Market Cap,14.693B
4812,MAA,Beta (5Y Monthly),0.80
4813,MAA,PE Ratio (TTM),24.52
4814,MAA,EPS (TTM),5.00
4815,MAA,Earnings Date,"Jan 30, 2024 - Feb 05, 2024"
4816,MAA,Forward Dividend & Yield,5.60 (4.57%)
4817,MAA,Ex-Dividend Date,"Oct 12, 2023"
4818,MAA,1y Target Est,144.58
4819,MRNA,Previous Close,76.44
4820,MRNA,Open,76.80
4821,MRNA,Bid,79.13 x 1100
4822,MRNA,Ask,79.50 x 800
4823,MRNA,Day's Range,76.01 - 79.80
4824,MRNA,52 Week Range,62.55 - 217.25
4825,MRNA,Volume,"3,493,577"
4826,MRNA,Avg. Volume,"4,165,128"
4827,MRNA,Market Cap,30.106B
4828,MRNA,Beta (5Y Monthly),1.70
4829,MRNA,PE Ratio (TTM),N/A
4830,MRNA,EPS (TTM),-9.53
4831,MRNA,Earnings Date,"Nov 02, 2023"
4832,MRNA,Forward Dividend & Yield,N/A (N/A)
4833,MRNA,Ex-Dividend Date,N/A
4834,MRNA,1y Target Est,125.68
4835,MHK,Previous Close,85.49
4836,MHK,Open,86.59
4837,MHK,Bid,83.28 x 800
4838,MHK,Ask,83.32 x 900
4839,MHK,Day's Range,83.09 - 86.60
4840,MHK,52 Week Range,76.02 - 130.63
4841,MHK,Volume,"565,327"
4842,MHK,Avg. Volume,"742,362"
4843,MHK,Market Cap,5.305B
4844,MHK,Beta (5Y Monthly),1.27
4845,MHK,PE Ratio (TTM),N/A
4846,MHK,EPS (TTM),-8.58
4847,MHK,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
4848,MHK,Forward Dividend & Yield,N/A (N/A)
4849,MHK,Ex-Dividend Date,N/A
4850,MHK,1y Target Est,94.36
4851,MOH,Previous Close,353.31
4852,MOH,Open,352.38
4853,MOH,Bid,356.58 x 800
4854,MOH,Ask,356.87 x 800
4855,MOH,Day's Range,352.04 - 357.38
4856,MOH,52 Week Range,256.19 - 369.50
4857,MOH,Volume,"213,373"
4858,MOH,Avg. Volume,"364,017"
4859,MOH,Market Cap,20.769B
4860,MOH,Beta (5Y Monthly),0.57
4861,MOH,PE Ratio (TTM),22.03
4862,MOH,EPS (TTM),16.17
4863,MOH,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
4864,MOH,Forward Dividend & Yield,N/A (N/A)
4865,MOH,Ex-Dividend Date,N/A
4866,MOH,1y Target Est,363.54
4867,TAP,Previous Close,59.00
4868,TAP,Open,59.00
4869,TAP,Bid,58.68 x 800
4870,TAP,Ask,58.69 x 1000
4871,TAP,Day's Range,58.67 - 59.30
4872,TAP,52 Week Range,48.49 - 70.90
4873,TAP,Volume,"114,433"
4874,TAP,Avg. Volume,"1,535,704"
4875,TAP,Market Cap,12.705B
4876,TAP,Beta (5Y Monthly),0.94
4877,TAP,PE Ratio (TTM),50.29
4878,TAP,EPS (TTM),1.17
4879,TAP,Earnings Date,"Feb 19, 2024 - Feb 23, 2024"
4880,TAP,Forward Dividend & Yield,1.64 (2.78%)
4881,TAP,Ex-Dividend Date,"Nov 30, 2023"
4882,TAP,1y Target Est,66.47
4883,MDLZ,Previous Close,70.91
4884,MDLZ,Open,71.00
4885,MDLZ,Bid,71.01 x 900
4886,MDLZ,Ask,71.02 x 900
4887,MDLZ,Day's Range,70.93 - 71.44
4888,MDLZ,52 Week Range,60.75 - 78.59
4889,MDLZ,Volume,"698,502"
4890,MDLZ,Avg. Volume,"6,764,525"
4891,MDLZ,Market Cap,96.821B
4892,MDLZ,Beta (5Y Monthly),0.67
4893,MDLZ,PE Ratio (TTM),21.30
4894,MDLZ,EPS (TTM),3.34
4895,MDLZ,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
4896,MDLZ,Forward Dividend & Yield,1.70 (2.40%)
4897,MDLZ,Ex-Dividend Date,"Sep 28, 2023"
4898,MDLZ,1y Target Est,79.67
4899,MPWR,Previous Close,540.02
4900,MPWR,Open,540.00
4901,MPWR,Bid,520.68 x 800
4902,MPWR,Ask,876.40 x 1000
4903,MPWR,Day's Range,539.79 - 553.17
4904,MPWR,52 Week Range,336.63 - 595.98
4905,MPWR,Volume,"353,580"
4906,MPWR,Avg. Volume,"556,517"
4907,MPWR,Market Cap,26.409B
4908,MPWR,Beta (5Y Monthly),1.17
4909,MPWR,PE Ratio (TTM),59.59
4910,MPWR,EPS (TTM),9.25
4911,MPWR,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
4912,MPWR,Forward Dividend & Yield,4.00 (0.73%)
4913,MPWR,Ex-Dividend Date,"Sep 28, 2023"
4914,MPWR,1y Target Est,564.50
4915,MNST,Previous Close,54.82
4916,MNST,Open,54.97
4917,MNST,Bid,54.69 x 1200
4918,MNST,Ask,54.69 x 800
4919,MNST,Day's Range,54.63 - 55.08
4920,MNST,52 Week Range,47.13 - 60.47
4921,MNST,Volume,"587,517"
4922,MNST,Avg. Volume,"5,469,401"
4923,MNST,Market Cap,56.902B
4924,MNST,Beta (5Y Monthly),0.83
4925,MNST,PE Ratio (TTM),37.20
4926,MNST,EPS (TTM),1.47
4927,MNST,Earnings Date,"Nov 02, 2023"
4928,MNST,Forward Dividend & Yield,N/A (N/A)
4929,MNST,Ex-Dividend Date,N/A
4930,MNST,1y Target Est,60.96
4931,MCO,Previous Close,356.67
4932,MCO,Open,356.47
4933,MCO,Bid,0.00 x 800
4934,MCO,Ask,373.00 x 1000
4935,MCO,Day's Range,355.77 - 361.88
4936,MCO,52 Week Range,272.70 - 363.19
4937,MCO,Volume,"1,310,737"
4938,MCO,Avg. Volume,"681,298"
4939,MCO,Market Cap,66.086B
4940,MCO,Beta (5Y Monthly),1.28
4941,MCO,PE Ratio (TTM),43.88
4942,MCO,EPS (TTM),8.23
4943,MCO,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
4944,MCO,Forward Dividend & Yield,3.08 (0.85%)
4945,MCO,Ex-Dividend Date,"Nov 22, 2023"
4946,MCO,1y Target Est,357.53
4947,MS,Previous Close,80.28
4948,MS,Open,80.03
4949,MS,Bid,80.01 x 1300
4950,MS,Ask,79.79 x 900
4951,MS,Day's Range,79.34 - 80.20
4952,MS,52 Week Range,69.42 - 100.99
4953,MS,Volume,"7,122,420"
4954,MS,Avg. Volume,"8,405,817"
4955,MS,Market Cap,130.812B
4956,MS,Beta (5Y Monthly),1.38
4957,MS,PE Ratio (TTM),14.33
4958,MS,EPS (TTM),5.56
4959,MS,Earnings Date,"Jan 16, 2024"
4960,MS,Forward Dividend & Yield,3.40 (4.24%)
4961,MS,Ex-Dividend Date,"Oct 30, 2023"
4962,MS,1y Target Est,82.28
4963,MOS,Previous Close,36.21
4964,MOS,Open,36.03
4965,MOS,Bid,35.66 x 1000
4966,MOS,Ask,35.67 x 800
4967,MOS,Day's Range,35.44 - 36.11
4968,MOS,52 Week Range,31.44 - 57.46
4969,MOS,Volume,"376,179"
4970,MOS,Avg. Volume,"3,752,325"
4971,MOS,Market Cap,11.652B
4972,MOS,Beta (5Y Monthly),1.57
4973,MOS,PE Ratio (TTM),9.03
4974,MOS,EPS (TTM),3.95
4975,MOS,Earnings Date,"Feb 20, 2024 - Feb 26, 2024"
4976,MOS,Forward Dividend & Yield,0.80 (2.21%)
4977,MOS,Ex-Dividend Date,"Dec 06, 2023"
4978,MOS,1y Target Est,40.87
4979,MSI,Previous Close,319.43
4980,MSI,Open,320.09
4981,MSI,Bid,318.81 x 1300
4982,MSI,Ask,319.47 x 1000
4983,MSI,Day's Range,318.35 - 319.87
4984,MSI,52 Week Range,251.00 - 320.13
4985,MSI,Volume,"64,079"
4986,MSI,Avg. Volume,"641,229"
4987,MSI,Market Cap,53.055B
4988,MSI,Beta (5Y Monthly),0.92
4989,MSI,PE Ratio (TTM),32.29
4990,MSI,EPS (TTM),9.90
4991,MSI,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
4992,MSI,Forward Dividend & Yield,3.92 (1.23%)
4993,MSI,Ex-Dividend Date,"Dec 14, 2023"
4994,MSI,1y Target Est,327.67
4995,MSCI,Previous Close,522.21
4996,MSCI,Open,522.00
4997,MSCI,Bid,522.08 x 1000
4998,MSCI,Ask,523.84 x 1000
4999,MSCI,Day's Range,519.07 - 524.00
5000,MSCI,52 Week Range,450.00 - 572.50
5001,MSCI,Volume,"18,898"
5002,MSCI,Avg. Volume,"336,353"
5003,MSCI,Market Cap,41.106B
5004,MSCI,Beta (5Y Monthly),1.11
5005,MSCI,PE Ratio (TTM),43.28
5006,MSCI,EPS (TTM),12.01
5007,MSCI,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
5008,MSCI,Forward Dividend & Yield,5.52 (1.06%)
5009,MSCI,Ex-Dividend Date,"Nov 08, 2023"
5010,MSCI,1y Target Est,549.93
5011,NDAQ,Previous Close,54.14
5012,NDAQ,Open,54.06
5013,NDAQ,Bid,54.16 x 800
5014,NDAQ,Ask,54.16 x 900
5015,NDAQ,Day's Range,53.92 - 54.30
5016,NDAQ,52 Week Range,46.88 - 69.22
5017,NDAQ,Volume,"151,112"
5018,NDAQ,Avg. Volume,"2,309,803"
5019,NDAQ,Market Cap,31.254B
5020,NDAQ,Beta (5Y Monthly),0.95
5021,NDAQ,PE Ratio (TTM),24.29
5022,NDAQ,EPS (TTM),2.23
5023,NDAQ,Earnings Date,"Jan 23, 2024 - Jan 29, 2024"
5024,NDAQ,Forward Dividend & Yield,0.88 (1.63%)
5025,NDAQ,Ex-Dividend Date,"Dec 07, 2023"
5026,NDAQ,1y Target Est,59.79
5027,NTAP,Previous Close,77.52
5028,NTAP,Open,77.31
5029,NTAP,Bid,75.22 x 1300
5030,NTAP,Ask,123.12 x 800
5031,NTAP,Day's Range,77.08 - 78.33
5032,NTAP,52 Week Range,58.08 - 80.53
5033,NTAP,Volume,"1,068,829"
5034,NTAP,Avg. Volume,"1,665,450"
5035,NTAP,Market Cap,16.273B
5036,NTAP,Beta (5Y Monthly),1.18
5037,NTAP,PE Ratio (TTM),14.12
5038,NTAP,EPS (TTM),5.52
5039,NTAP,Earnings Date,"Nov 28, 2023"
5040,NTAP,Forward Dividend & Yield,2.00 (2.57%)
5041,NTAP,Ex-Dividend Date,"Oct 05, 2023"
5042,NTAP,1y Target Est,80.90
5043,NFLX,Previous Close,465.91
5044,NFLX,Open,465.40
5045,NFLX,Bid,0.00 x 800
5046,NFLX,Ask,0.00 x 800
5047,NFLX,Day's Range,465.40 - 476.76
5048,NFLX,52 Week Range,273.41 - 485.00
5049,NFLX,Volume,"3,489,739"
5050,NFLX,Avg. Volume,"5,543,203"
5051,NFLX,Market Cap,207.666B
5052,NFLX,Beta (5Y Monthly),1.24
5053,NFLX,PE Ratio (TTM),47.40
5054,NFLX,EPS (TTM),10.01
5055,NFLX,Earnings Date,"Jan 17, 2024 - Jan 22, 2024"
5056,NFLX,Forward Dividend & Yield,N/A (N/A)
5057,NFLX,Ex-Dividend Date,N/A
5058,NFLX,1y Target Est,423.33
5059,NEM,Previous Close,36.35
5060,NEM,Open,36.04
5061,NEM,Bid,36.53 x 1100
5062,NEM,Ask,37.13 x 2200
5063,NEM,Day's Range,35.78 - 36.83
5064,NEM,52 Week Range,33.59 - 55.41
5065,NEM,Volume,"10,996,580"
5066,NEM,Avg. Volume,"13,415,482"
5067,NEM,Market Cap,42.135B
5068,NEM,Beta (5Y Monthly),0.43
5069,NEM,PE Ratio (TTM),N/A
5070,NEM,EPS (TTM),-1.07
5071,NEM,Earnings Date,"Oct 26, 2023"
5072,NEM,Forward Dividend & Yield,1.60 (4.40%)
5073,NEM,Ex-Dividend Date,"Nov 29, 2023"
5074,NEM,1y Target Est,72.38
5075,NWSA,Previous Close,21.29
5076,NWSA,Open,20.79
5077,NWSA,Bid,20.62 x 1000
5078,NWSA,Ask,20.93 x 900
5079,NWSA,Day's Range,20.52 - 21.38
5080,NWSA,52 Week Range,15.58 - 22.32
5081,NWSA,Volume,"5,597,608"
5082,NWSA,Avg. Volume,"3,034,342"
5083,NWSA,Market Cap,12.089B
5084,NWSA,Beta (5Y Monthly),1.36
5085,NWSA,PE Ratio (TTM),87.17
5086,NWSA,EPS (TTM),0.24
5087,NWSA,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
5088,NWSA,Forward Dividend & Yield,0.20 (0.96%)
5089,NWSA,Ex-Dividend Date,"Sep 12, 2023"
5090,NWSA,1y Target Est,26.92
5091,NWS,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
5092,NEE,Previous Close,57.37
5093,NEE,Open,57.00
5094,NEE,Bid,57.51 x 900
5095,NEE,Ask,57.33 x 800
5096,NEE,Day's Range,56.31 - 57.68
